ustime gx gy gz ax ay az
2523259107 58 -100 -23 -15571 5061 775
2523265635 58 -87 -24 -15649 5113 615
2523272137 49 -83 -6 -15650 5157 660
2523278666 48 -99 -17 -15617 5141 543
2523285151 53 -86 -22 -15635 5102 708
2523291584 43 -53 -5 -15593 5138 733
2523298057 38 -57 -10 -15639 5121 630
2523304575 45 -101 -38 -15593 5165 699
2523311125 42 -80 -47 -15646 5140 663
2523317659 48 -93 -44 -15671 5146 623
2523324193 39 -124 -50 -15682 5064 681
2523330704 37 -107 -17 -15648 5133 658
2523337263 37 -122 -15 -15653 5148 588
2523343764 27 -162 -26 -15625 5178 573
2523350236 19 -199 -33 -15728 5133 485
2523356677 31 -287 -81 -15642 5179 809
2523363109 26 -306 -80 -15605 5145 714
2523369547 34 -257 -47 -15502 5120 756
2523375981 39 -229 -74 -15558 5052 460
2523382419 105 -202 -65 -15671 5148 467
2523388874 215 -139 1 -15596 5207 464
2523395312 221 -194 -17 -15733 5198 588
2523401740 223 -311 -51 -15728 5091 703
2523408176 86 -487 -46 -15793 5172 497
2523414619 68 -681 -125 -15381 5060 668
2523421045 193 -584 -150 -15581 5079 339
2523427480 268 -582 -121 -15669 5208 600
2523433915 308 -621 -133 -15511 4999 594
2523440353 388 -557 -105 -15756 5239 803
2523446794 288 -655 -122 -15374 5122 705
2523453225 251 -644 -114 -15766 4927 937
2523459658 160 -607 -65 -15473 4880 530
2523466179 -59 -89 119 -14274 4341 -507
2523472619 -1269 2172 886 -14305 6211 -892
2523479054 -2479 3656 1571 -14665 6114 -1081
2523485485 -2412 3596 1726 -19708 2079 1666
2523491928 -1364 550 1718 -15566 5074 -169
2523498359 -967 223 2249 -16461 5201 -66
2523504794 -595 1821 2721 -17451 8223 -1287
2523511200 -654 2933 3170 -18907 7598 -33
2523517628 -228 2157 2980 -20028 7613 678
2523524067 -262 1495 2711 -19587 7167 84
2523530506 -554 1387 2820 -18552 6652 816
2523536953 -1846 1566 2525 -19656 6443 1399
2523543386 -3348 -117 1968 -19651 5643 682
2523549820 -3864 -1127 1614 -18090 5886 1663
2523556265 -4020 -660 895 -17298 5896 1720
2523562670 -3720 -613 94 -16565 4592 1399
2523569100 -3152 -932 -546 -15988 4691 1706
2523575504 -3105 -630 -1358 -16437 5514 1151
2523581944 -3797 644 -1532 -16905 6731 390
2523588353 -4398 727 -1787 -22828 7861 4194
2523594776 -5262 -2036 -3557 -24624 8746 2534
2523601224 -5667 -2168 -4209 -14114 7009 -5586
2523607697 -5851 -905 -3161 -14169 5395 1135
2523614170 -6025 1145 -2227 -17260 6634 1412
2523620630 -5962 2545 -2231 -15022 7208 72
2523627073 -5765 4648 -1852 -11045 5860 295
2523633551 -5338 5585 -648 -10355 4412 -1683
2523640032 -4715 5079 639 -9091 4225 -2199
2523646516 -4069 5197 1844 -9017 5496 -994
2523652988 -3476 5773 1780 -11564 5369 724
2523659460 -2562 6782 854 -11606 4802 1651
2523665936 -1630 8346 -308 -12385 3651 1759
2523672404 -1106 10036 -1617 -11554 3537 1050
2523678864 -528 11668 -2445 -12045 2645 -954
2523685348 -793 11979 -3027 -13197 1807 -2022
2523691834 -1335 10501 -3018 -13084 2023 -2363
2523698310 -1350 9379 -2672 -13293 2763 -3114
2523704737 -1062 7923 -2134 -13589 3115 -2761
2523711168 -787 6030 -1576 -13380 2924 -8529
2523717642 -2181 2320 -1953 -15821 3414 -2031
2523724115 -2350 3088 -1586 -14980 2881 577
2523730539 -1454 5173 -448 -15191 3293 -904
2523737024 -1086 5167 160 -18050 5344 -1767
2523743498 -793 5824 -97 -19403 5757 -1123
2523749987 -421 7667 -141 -17594 6871 -1626
2523756463 -422 9116 100 -16191 7438 -1340
2523762934 -422 11120 496 -14934 7643 -2312
2523769406 -817 12084 784 -14438 6848 -4707
2523775880 -1344 11869 505 -15097 5948 -6219
2523782351 -1919 11095 -201 -15401 5491 -6842
2523788809 -2386 10076 -1115 -15754 5406 -6102
2523795368 -2612 9109 -1744 -15855 5831 -4782
2523801805 -2433 8877 -1743 -16618 6040 -4346
2523808237 -2051 9428 -1282 -17118 6403 -5115
2523814669 -1491 9992 -744 -16618 6886 -5418
2523821115 -1308 10612 14 -16160 6353 -5540
2523827592 -1322 11414 737 -15643 5976 -5736
2523834068 -1352 11791 1129 -15118 5622 -5572
2523840549 -1368 11714 1361 -13937 5096 -5687
2523847011 -1189 11247 1542 -13834 4824 -6773
2523853492 -672 10809 1340 -12213 4526 -7074
2523859976 -70 9820 1088 -11880 4422 -7434
2523866463 758 8658 583 -10900 4294 -8075
2523872930 1487 7922 395 -11721 4611 -7750
2523879392 2910 7086 126 -12726 5199 -7936
2523885874 3694 7210 -16 -12682 6080 -8349
2523892353 3991 8530 372 -12353 6013 -10326
2523898836 4402 10027 669 -8512 5421 -11901
2523905311 5438 15129 2426 -13839 6466 -12038
2523911788 5965 16149 1612 -14038 6483 -11494
2523918259 6037 14493 1194 -14173 6979 -9432
2523924735 5450 10756 1781 -13642 7612 -8118
2523931210 4326 8935 3128 -11786 7074 -8467
2523937642 3257 8277 5474 -9760 5095 -9505
2523944118 2877 8356 7246 -9445 3885 -10580
2523950591 3115 8560 8185 -9538 4345 -9446
2523957066 3005 7980 8791 -10340 4489 -10467
2523963548 2889 7399 9034 -10164 4263 -12143
2523970026 3313 6974 9275 -9143 4071 -12511
2523976514 3878 6586 9683 -8384 4294 -12829
2523982982 4131 5970 10376 -8690 4128 -12728
2523989449 3700 4429 10704 -7986 4931 -13561
2523995930 2938 3358 11073 -8090 6109 -13755
2524002407 1699 3232 11431 -6245 7791 -13903
2524008879 569 4799 11466 -9073 6922 -14086
2524015366 -8 6280 11006 -5475 6753 -14596
2524021839 -272 8552 9274 -7609 4476 -13782
2524028311 -422 8687 7779 -8253 3902 -10976
2524034789 -332 7444 6412 -6709 3237 -10531
2524041258 366 5710 5629 -3381 3010 -11899
2524047735 1109 4798 4655 -7098 4639 -12256
2524054216 2517 3210 4987 -5542 7053 -11969
2524060679 2394 3040 5925 -3933 7137 -13836
2524067164 2210 3356 7252 -4372 6894 -16662
2524073591 2242 4245 8035 -4963 6067 -16442
2524080066 1778 4512 8616 -4473 5851 -15141
2524086547 1030 4554 8869 -4667 6111 -13157
2524093008 861 4492 8762 -4717 6288 -11135
2524099491 463 4020 8578 -5507 6533 -9041
2524105987 -716 2735 8261 -9380 3538 -5229
2524112455 -791 3854 13902 -7286 11759 -6080
2524119008 -1509 5517 15098 -6305 10019 -9572
2524125491 -4298 5413 14382 -10215 7940 -13711
2524131966 -8194 1278 12395 -2058 9668 -16573
2524138442 -8096 2253 12376 -4304 12450 -18008
2524144917 -5866 3774 10957 -5684 11495 -18053
2524151399 -3729 2717 10008 -3617 10489 -17793
2524157877 -2109 947 10313 -1979 9980 -16511
2524164339 -283 -574 10531 -1030 8897 -15892
2524170820 2645 -801 10315 -2865 8619 -15221
2524177306 5243 -1595 10454 156 8214 -17040
2524183802 7768 -2102 11508 501 7041 -13741
2524190266 8661 -787 12947 -848 5604 -12407
2524196745 9413 2891 14891 -190 5984 -10978
2524203219 10296 6187 16551 -1683 6898 -12799
2524209693 10278 8184 18036 -1179 8776 -14079
2524216167 9481 8948 18943 1892 9110 -14014
2524222600 8342 8906 19031 327 7600 -15435
2524229056 7837 8618 18450 -475 7197 -12815
2524235544 6934 6565 17692 1704 5106 -15951
2524242023 7026 5656 17097 -1263 5781 -13864
2524248496 6555 4080 16640 1013 4541 -14995
2524254966 6437 5306 17063 1266 5663 -13141
2524261439 5505 6870 18125 2676 5050 -17323
2524267925 5469 8272 17988 3560 7746 -12982
2524274405 5019 8425 16869 4143 7143 -14867
2524280875 5039 8253 14920 4406 6257 -14451
2524287336 5133 7362 12515 4464 7560 -11954
2524293811 4709 5645 10362 5311 7676 -12369
2524300306 4353 2741 9807 5757 5112 -13061
2524306798 4259 -169 9634 3180 3846 -13324
2524313263 4560 -2571 8913 1570 4433 -11530
2524319745 3941 -3514 8287 3504 5180 -12790
2524326206 2993 -3245 8279 4296 1758 -11846
2524332682 3404 -2656 7586 3388 682 -14211
2524339113 2938 -3195 7258 1757 4199 -11242
2524345599 292 -5225 6387 969 4405 -11156
2524352059 -1380 -6366 5959 -495 3585 -11188
2524358535 -2457 -7541 5982 -3021 4262 -7160
2524365022 -4636 -9608 5056 -1690 -2619 -13916
2524371495 -2864 -8311 2691 14119 1041 -4362
2524377951 -4271 -916 3333 4074 3643 -6735
2524384428 -6198 1027 5993 12414 11558 -17403
2524390870 -5517 1201 8243 7108 6232 -17125
2524397351 -5306 390 9560 5877 2991 -15496
2524403811 -5089 988 10068 5831 1389 -13666
2524410283 -4746 3135 11795 5932 -233 -14042
2524416753 -3405 5195 13023 7235 40 -13461
2524423216 -1754 5963 13960 9605 1184 -13592
2524429691 -98 5274 14108 9581 -1170 -13480
2524436153 890 4650 13015 7392 -3352 -14933
2524442697 4396 5059 9312 3819 316 -11220
2524449166 4701 5553 5505 5927 -2267 -14238
2524455657 4303 5824 4696 6524 -1444 -13656
2524462120 5020 6446 4681 4051 2034 -13124
2524468599 5312 6684 4632 2540 3889 -14328
2524475081 5196 6117 4559 2267 4219 -15177
2524481545 4894 5290 4313 2449 5103 -15136
2524488022 4884 4573 4473 3227 6446 -16075
2524494496 5019 4143 4926 3220 5445 -15939
2524500953 4050 3721 4768 3099 3166 -15356
2524507427 2531 3173 3921 3705 1994 -14568
2524513887 665 2679 3322 5229 2219 -14418
2524520358 469 2379 3224 6429 1418 -14097
2524526835 1448 3190 2895 7356 1184 -9925
2524533313 6962 3175 346 11487 775 -13142
2524539782 11237 2924 1585 9384 -1730 -11767
2524546261 14907 3687 1448 9266 -3787 -12275
2524552732 15572 4389 1781 10035 -3232 -14298
2524559203 14350 5635 1747 9974 -4967 -14540
2524565687 10917 6202 2266 10868 -4327 -14652
2524572160 6768 5900 2536 12839 -1699 -15719
2524578641 2698 5021 2906 12822 -181 -17608
2524585113 1454 4450 2382 11471 -1102 -17399
2524591572 1052 3450 814 10510 -2442 -16124
2524598043 626 2370 -455 10621 -2774 -14430
2524604512 261 1927 -1169 10626 -3221 -14183
2524611007 -734 1542 -913 9473 -3755 -13091
2524617490 -550 1558 -452 8299 -3983 -12618
2524623966 79 1552 287 8851 -3306 -12721
2524630452 633 1259 881 9914 -3046 -12910
2524636914 962 720 1106 10361 -4145 -13875
2524643378 1295 338 940 10041 -3108 -13959
2524649824 1123 261 614 10065 -2281 -15066
2524656268 936 214 536 9770 -1577 -15643
2524662679 706 395 841 9628 -1078 -16076
2524669092 634 875 1434 9464 -1820 -16131
2524675540 -244 332 1467 13836 -5574 -29218
2524681999 -3604 -3318 -35 17573 55 -11008
2524688453 -626 -1595 -733 8841 -4410 -15381
2524694906 -445 -61 -485 10439 -5142 -13796
2524701363 -695 1322 224 10754 -3692 -13812
2524707808 327 1855 42 10027 -3866 -12633
2524714255 213 1983 359 9259 -3469 -11359
2524720688 -408 1424 1189 9230 -3518 -12850
2524727119 -631 1602 1233 9471 -3355 -13585
2524733561 -593 1870 1241 9486 -3037 -13177
2524740012 -523 2467 1634 9056 -2261 -12991
2524746456 -878 2688 2051 8470 -2014 -13301
2524752888 -1138 2170 2089 7562 -2170 -12427
2524759322 -990 1266 1148 8512 -2232 -13837
2524765864 -219 769 562 8622 -2045 -11631
2524772296 -773 240 458 9485 -2471 -12639
2524778727 -524 217 451 9794 -2211 -13198
2524785154 -356 174 205 9786 -2248 -12679
2524791588 -515 181 60 10340 -2642 -12410
2524798016 -147 505 119 9777 -2690 -12265
2524804419 -100 523 276 8677 -2035 -12025
2524810845 -356 75 551 8277 -2457 -12536
2524817274 -1329 -628 583 8705 -2192 -12991
2524823707 -1525 -914 800 8417 -2540 -13446
2524830140 -1696 -1131 1069 8194 -2736 -13267
2524836570 -1657 -1442 982 9528 -2770 -14004
2524843000 -1455 -1775 1057 8847 -3171 -13053
2524849439 -1197 -1880 952 9384 -3107 -12937
2524855870 -958 -2231 858 9110 -3076 -12615
2524862302 -928 -2626 688 8723 -2546 -13116
2524868735 -611 -2365 101 8170 -2341 -15114
2524875146 -101 -2005 -307 8449 -1900 -14396
2524881579 225 -1484 -698 8546 -1918 -14569
2524888013 648 -1121 -1009 8970 -1787 -13456
2524894450 636 -1194 -932 9322 -2066 -12621
2524900852 507 -1483 -744 9557 -2736 -9959
2524907282 -1383 -204 -845 6404 -1731 -3863
2524913709 -4360 1041 -1779 7056 -1655 -7511
2524920138 -5657 474 -2972 8647 361 -15790
2524926563 -4632 -850 -2963 9343 -490 -15825
2524932989 -3700 -1410 -2813 10943 -2739 -16190
2524939392 -2467 -1424 -2496 9908 -1017 -14829
2524945810 -2300 -1257 -2110 10090 -1421 -13121
2524952243 -2411 -1156 -1717 10638 -2526 -13783
2524958677 -2337 -749 -1205 10150 -1275 -14950
2524965106 -2000 -854 -825 9428 -850 -14461
2524971539 -1597 -1191 -796 9362 -984 -13814
2524977967 -1335 -1291 -740 10143 -1140 -13211
2524984371 -1329 -1091 -546 10082 -535 -13949
2524990796 -1219 -1237 -96 11982 844 -13933
2524997226 -938 -1556 525 10000 -1864 -15902
2525003657 -259 -1534 772 8722 -1363 -15391
2525010090 411 -1558 740 8524 -456 -15497
2525016514 785 -1627 545 7957 -1245 -12993
2525022916 751 -1871 371 8395 -645 -14395
2525029344 805 -2210 331 8874 -845 -12368
2525035770 216 -2249 582 8079 -565 -11411
2525042199 -366 -2311 424 8916 242 -12921
2525048624 -622 -2257 302 8315 -1132 -13730
2525055051 -649 -1758 166 8805 -1836 -14292
2525061480 -642 -1192 30 8231 -945 -12993
2525067910 -1098 -622 -71 7922 -1433 -13054
2525074340 -1385 -431 -4 8139 -2300 -13443
2525080774 -1191 -672 96 8018 -2610 -18082
2525087176 -559 -991 43 8455 -888 -12851
2525093695 -861 -850 106 8369 -1007 -12984
2525100139 -1065 -844 147 8522 -805 -13960
2525106568 -922 -1071 155 8443 -804 -13896
2525112994 -775 -1348 111 8277 -727 -13964
2525119416 -669 -1418 92 8008 -603 -14519
2525125861 -496 -1374 49 7971 -569 -14410
2525132293 -386 -1243 15 8028 -439 -14110
2525138723 -360 -1003 -64 7926 -227 -13921
2525145154 -402 -715 -202 7727 -483 -13796
2525151586 -461 -552 -286 7920 -584 -13850
2525158016 -460 -769 -186 8099 -647 -14263
2525164418 -274 -1019 -142 8065 -1000 -14474
2525170816 -95 -1185 -31 8141 -549 -14202
2525177243 56 -1368 -54 8279 -571 -13783
2525183674 103 -1482 -126 8170 -803 -13480
2525190109 61 -1259 -384 8047 -558 -13409
2525196539 -123 -952 -532 7564 -897 -13793
2525202973 -288 -1197 -443 8148 -1165 -14090
2525209408 -393 -1244 -306 7556 -292 -13682
2525215838 -270 -969 -725 7531 -1547 -15169
2525222269 96 -1275 -608 6273 -1284 -14326
2525228716 40 -1560 -549 6487 -936 -14731
2525235174 105 -1615 -783 7327 -657 -14100
2525241625 28 -1504 -924 7114 -471 -14539
2525248068 9 -1289 -766 7200 -495 -14471
2525254516 83 -1277 -724 8186 -264 -14562
2525260982 56 -996 -502 7676 -455 -14234
2525267451 -4 -899 -346 7988 -301 -14453
2525273911 80 -1073 -202 7908 -324 -14036
2525280379 184 -1408 -175 7709 -397 -14052
2525286822 183 -1507 -120 7614 -307 -14263
2525293275 186 -1513 -63 7535 -343 -14217
2525299698 277 -1685 -99 7642 -341 -13867
2525306145 200 -2037 -121 7341 -541 -14548
2525312599 208 -1877 -108 6900 -584 -14040
2525319054 124 -1762 -66 6736 -819 -14536
2525325525 89 -1725 -161 5881 -1203 -14571
2525331986 102 -1802 -468 6311 -458 -14654
2525338465 112 -1660 -274 7076 8 -14769
2525344921 90 -1440 -130 6987 -623 -15140
2525351375 106 -1288 -102 6617 -650 -14162
2525357837 -253 -1239 -220 5293 -810 -12928
2525364295 -432 -265 -50 6660 -593 -14519
2525370748 -375 -210 -82 6771 -588 -14587
2525377222 -379 -162 -187 6149 -702 -14302
2525383695 -479 -221 -469 5566 -219 -14209
2525390154 -554 -176 -616 8526 -779 -15799
2525396624 -207 -173 -166 7446 -290 -14812
2525403087 -176 -139 -84 6895 -502 -14589
2525409530 -164 -130 -66 6894 -515 -14591
2525415988 -157 -129 -62 6813 -424 -14358
2525422520 -199 -136 -63 6860 -446 -14459
2525428976 -237 -155 -41 6914 -337 -14362
2525435437 -293 -155 -17 6709 -268 -14445
2525441890 -368 -145 -15 6797 -212 -14595
2525448333 -355 -179 21 6679 -567 -14874
2525454770 -279 -154 2 6820 -278 -14624
2525461202 -258 -151 11 6811 -405 -14713
2525467635 -233 -156 20 6780 -340 -14564
2525474079 -237 -169 32 6814 -272 -14492
2525480518 -268 -204 50 6877 -150 -14328
2525486955 -319 -259 88 6815 -616 -14758
2525493392 -264 -229 45 6811 -425 -14623
2525499820 -219 -221 16 6818 -342 -14588
2525506255 -223 -203 19 6828 -307 -14608
2525512689 -227 -162 41 6818 -190 -14567
2525519097 -228 -173 50 6767 -301 -14670
2525525535 -216 -174 34 6722 -340 -14672
2525531988 -177 -158 21 6756 -272 -14603
2525538403 -162 -155 8 6713 -275 -14709
2525544842 -144 -158 3 6722 -267 -14639
2525551302 -150 -160 14 6677 -85 -14508
2525557770 -217 -207 106 6739 -178 -14516
2525564220 -289 -306 229 6768 -132 -14420
2525570671 -297 -331 289 6826 -518 -14860
2525577120 -180 -200 91 6737 36 -14439
2525583569 -214 -257 152 6721 -500 -14886
2525590032 -200 -223 129 6764 -167 -14604
2525596507 -222 -262 174 6701 -399 -14663
2525602965 -172 -223 105 6764 -279 -14369
2525609423 -166 -209 104 6714 -301 -14630
2525615884 -184 -214 87 6661 -151 -14540
2525622352 -230 -248 133 6725 -188 -14542
2525628796 -272 -285 176 6695 -286 -14840
2525635266 -194 -268 174 6655 -305 -14819
2525641724 -149 -241 137 6734 -145 -14626
2525648177 -130 -205 109 6735 -300 -14724
2525654620 -79 -152 41 6699 -228 -14745
2525661080 -43 -127 -15 6686 -179 -14665
2525667520 -26 -109 -27 6656 -181 -14628
2525673966 -26 -102 -30 6602 -177 -14611
2525680426 -24 -109 -34 6674 -137 -14621
2525686876 -39 -116 -7 6645 -109 -14593
2525693322 -60 -157 59 6612 -173 -14572
2525699779 -115 -230 163 6599 -154 -14598
2525706246 -184 -342 352 6656 -203 -14758
2525712709 -187 -347 364 6617 -395 -14697
2525719178 -132 -323 232 6079 -249 -14655
2525725665 -175 -396 -186 -602 621 -14061
2525732186 -241 -737 -676 8523 -697 -14704
2525738720 -100 -525 172 7424 -135 -14578
2525745248 -54 -378 328 6604 -100 -14631
2525751766 -41 -337 273 6585 -121 -14543
2525758318 -69 -378 250 6669 -100 -14649
2526102341 39 -79 -43 6545 -136 -14669
2526108828 35 -77 -37 6548 -157 -14651
2526115267 35 -74 -50 6558 -80 -14731
2526121702 35 -86 -44 6608 -69 -14706
2526128137 40 -81 -34 6587 -144 -14713
2526134571 38 -71 -41 6541 -120 -14680
2526141006 42 -81 -46 6526 -115 -14676
2526147493 40 -75 -41 6554 -134 -14675
2526154005 44 -65 -38 6565 -106 -14724
2526160525 56 -71 -45 6523 -144 -14693
2526167059 51 -63 -50 6529 -118 -14651
2526173562 48 -67 -43 6564 -156 -14662
2526180128 48 -78 -44 6593 -129 -14657
2526186646 39 -71 -44 6596 -151 -14686
2526193173 38 -74 -38 6551 -154 -14700
2526199641 46 -81 -41 6533 -158 -14656
2526206119 46 -78 -42 6554 -145 -14704
2526212634 47 -69 -39 6637 -84 -14677
2526219168 48 -80 -44 6609 -134 -14696
2526225678 52 -81 -58 6557 -106 -14667
2526232212 46 -72 -39 6515 -130 -14710
2526238674 46 -81 -48 6585 -153 -14686
2526245107 47 -85 -45 6554 -128 -14728
2526251510 43 -79 -49 6551 -114 -14642
2526258005 48 -77 -54 6551 -134 -14666
2526264473 53 -79 -54 6549 -131 -14630
2526270960 50 -77 -50 6568 -119 -14675
2526277484 49 -75 -46 6559 -91 -14693
2526283979 50 -78 -45 6555 -100 -14662
2526290445 47 -74 -48 6588 -127 -14683
2526296898 48 -78 -49 6614 -144 -14661
2526303334 48 -77 -49 6586 -123 -14667
2526309766 49 -77 -42 6568 -89 -14669
2526316169 42 -71 -38 6538 -138 -14718
2526322632 48 -79 -48 6550 -134 -14711
2526329149 45 -75 -44 6546 -105 -14709
2526335667 48 -73 -43 6525 -79 -14691
2526342136 50 -81 -53 6511 -144 -14677
2526348571 44 -76 -37 6549 -99 -14725
2526355000 46 -68 -39 6548 -79 -14757
2526361430 55 -76 -52 6581 -102 -14646
2526367859 48 -75 -41 6562 -118 -14691
2526374287 41 -68 -37 6611 -146 -14691
2526380715 52 -82 -48 6602 -135 -14665
2526387163 48 -77 -43 6565 -113 -14663
2526393617 36 -73 -35 6559 -94 -14653
2526400046 43 -76 -46 6568 -127 -14709
2526406486 46 -77 -41 6607 -135 -14734
2526412924 50 -72 -40 6566 -105 -14735
2526419366 56 -70 -40 6534 -123 -14650
2526425811 61 -74 -39 6577 -111 -14722
2526432241 58 -68 -29 6546 -126 -14677
2526438670 64 -66 -44 6573 -112 -14664
2526445203 58 -80 -45 6571 -138 -14679
2526451643 58 -74 -34 6565 -76 -14667
2526458080 51 -77 -44 6770 -129 -14582
2526464515 53 -72 -33 6846 -96 -14482
2526470950 37 -70 -18 6533 -152 -14681
2526477384 33 -76 -23 6389 -169 -14773
2526483823 33 -89 -28 6516 -156 -14718
2526490262 38 -71 -28 6646 -182 -14627
2526496694 36 -66 -25 6616 -135 -14708
2526503096 40 -76 -27 6643 -80 -14701
2526509525 50 -67 -21 6605 -121 -14631
2526515965 46 -65 -9 6562 -129 -14721
2526522393 52 -56 -17 6460 -124 -14774
2526528825 93 -43 -21 6423 -74 -14815
2526535259 99 -26 -16 6421 -53 -14770
2526541700 128 -29 -38 6409 -78 -14773
2526548127 150 -8 -43 6469 -150 -14722
2526554552 155 -9 -36 6531 -168 -14723
2526560989 186 0 -44 6503 -179 -14693
2526567418 192 2 -41 6596 -140 -14824
2526573853 219 27 -42 6538 -154 -14839
2526580288 286 49 -55 6472 -418 -15161
2526586724 796 160 -320 6798 -481 -13674
2526593160 649 260 -236 6444 -665 -15249
2526599590 856 159 -66 6491 -1853 -15565
2526606023 946 -150 680 6056 -608 -15419
2526612458 1109 -578 934 6697 -1134 -15413
2526618890 1299 -1355 2172 6107 -909 -15157
2526625318 1403 -1639 2473 5753 -1625 -16847
2526631721 1568 -2415 3497 6294 -2879 -17045
2526638147 1814 -3286 4864 8197 -389 -20083
2526644578 2280 -5472 4414 5693 1226 -19830
2526651011 1200 -6461 2925 6926 1358 -22093
2526657441 613 -6892 1840 7361 -646 -23422
2526663871 977 -6863 1492 7628 -1119 -21976
2526670304 1361 -8694 2983 6337 2669 -21137
2526676746 2354 -11041 4413 8217 -3356 -21954
2526683181 3023 -13687 5169 4761 -1633 -20510
2526689615 3598 -13878 4822 2648 -1812 -19892
2526696043 4587 -13139 4789 1790 -1957 -17474
2526702469 5452 -12827 5180 1765 -2489 -16796
2526708893 5782 -13170 5379 1460 -2740 -15781
2526715318 5489 -13080 4781 984 -2845 -15858
2526721720 5038 -12949 4246 1964 -2617 -15767
2526728149 4692 -12312 4034 2024 -2450 -14805
2526734588 4296 -11795 3869 1422 -2011 -14803
2526741021 3818 -11632 3794 796 -2567 -15356
2526747452 3640 -11669 3932 -119 -3534 -15556
2526753890 3787 -11976 4271 -789 -3683 -15619
2526760334 4048 -12175 4391 -1319 -2935 -15302
2526766761 4293 -12312 4478 -1218 -3342 -15095
2526773202 4915 -13467 5350 -1373 -3098 -15019
2526779727 5297 -15211 6196 -2074 -2990 -13948
2526786170 5388 -17412 6786 -3269 -3270 -13441
2526792614 5157 -18916 7089 -3302 -3021 -13523
2526799044 4647 -20270 7571 -2852 -2849 -12105
2526805475 3310 -21614 8072 -3656 -4507 -12139
2526811910 1557 -21161 7487 -3481 -3568 -12353
2526818320 142 -19910 6075 -4925 -1540 -12445
2526824752 -682 -18367 4601 -5808 -890 -12944
2526831184 -1112 -17925 3201 -5431 -3076 -12843
2526837615 -1359 -17563 2138 -4458 -4066 -13692
2526844043 -988 -16700 1980 -4641 -4968 -14924
2526850470 -209 -15925 1950 -7110 -4952 -14122
2526856903 543 -15409 1656 -7915 -4568 -13930
2526863337 1398 -15575 1945 -8974 -7311 -14285
2526869765 2340 -16396 3194 -8640 -5826 -16008
2526876225 3655 -18417 4528 -7513 -4996 -16320
2526882664 4505 -19933 5262 -6001 -4783 -14952
2526889098 5031 -20963 6664 -6829 -3529 -13190
2526895531 5043 -22977 8124 -9004 -2303 -11050
2526901962 4563 -25438 9362 -9734 -532 -10038
2526908398 3709 -27927 10766 -7921 1310 -7429
2526914800 1346 -29740 11965 -9170 2462 -5186
2526921230 -854 -30537 11964 -10867 721 -4737
2526927631 -2908 -27688 8936 -10478 -5101 -6725
2526934028 -4410 -20297 4505 -12102 -4013 -792
2526940430 -6078 -11434 1233 -4130 -839 -662
2526946858 -5863 -8187 2877 -5660 -2153 -3766
2526953284 -4584 -9177 4822 -7730 -4107 -3886
2526959711 -3927 -9705 5504 -12552 -2949 -5356
2526966140 -2303 -11288 5598 -16745 -2510 -6963
2526972570 -610 -12978 4838 -19539 -3774 -8126
2526979020 522 -13779 2829 -21064 -1876 3911
2526985490 -1484 -12357 1511 -17496 -550 7441
2526991961 -3274 -13466 1876 -13957 315 1565
2526998434 -3900 -17185 3602 -14540 -1076 -2403
2527004928 -3879 -17878 3850 -15302 -2193 -6539
2527011396 -2762 -18075 4356 -16750 -1284 -8664
2527017870 -1063 -19096 4788 -16922 -402 -4984
2527024343 -952 -19566 4802 -17465 782 -1738
2527030817 -1284 -18846 4399 -17324 1436 -979
2527037289 -1701 -16914 3484 -15496 252 1814
2527043765 -2850 -13468 2814 -13135 967 3817
2527050198 -4556 -10628 3630 -12222 1881 5098
2527056647 -5469 -9885 4485 -14323 -65 3440
2527063107 -5435 -10393 4704 -21977 -9212 -19791
2527069582 195 -5711 2337 -17230 1460 -969
2527076055 -648 -5230 2513 -13536 6086 508
2527082527 -1765 -3335 1311 -22865 -3530 2575
2527089018 150 -4544 2058 -19661 1016 318
2527095593 1536 -5028 2508 -18703 2262 4000
2527102071 196 -5205 2096 -15768 3818 3344
2527108541 -958 -6329 2141 -14798 3231 2084
2527115016 -1414 -8403 3118 -16115 1926 2100
2527121486 -1226 -9724 3781 -18482 1839 3476
2527127944 -1068 -10508 3714 -19396 2392 5144
2527134422 -1339 -11025 3513 -20583 2318 6276
2527140910 -1718 -11478 2329 -17756 -1405 6323
2527147383 -2708 -11111 993 -15499 -1574 4798
2527153828 -2346 -10615 356 -14329 2189 4242
2527160260 -1414 -12288 491 -13694 2179 4287
2527166695 -717 -13305 974 -13374 1017 3872
2527173126 -33 -13090 1464 -17408 349 8680
2527179556 563 -10679 1739 -15642 836 8810
2527185984 714 -8741 1670 -13448 1576 10655
2527192415 -186 -7075 2117 -13124 2081 12286
2527198851 -1506 -5338 2821 -14301 3464 11020
2527205315 -2552 -7437 3543 -13083 3673 9209
2527211750 -3043 -9017 4284 -14824 2258 9650
2527218182 -3083 -9573 4790 -16057 1480 10021
2527224616 -2420 -9794 5000 -15063 1574 9818
2527231041 -1997 -10093 5026 -15223 1900 9849
2527237470 -1947 -9516 4840 -15794 1852 8064
2527243908 -1775 -9161 4472 -15883 2200 6943
2527250333 -1497 -8984 3956 -16968 1945 5587
2527256764 -190 -8760 3686 -11712 1416 5609
2527263162 437 -9125 3485 -15488 952 8343
2527269585 403 -9756 3991 -13465 3011 9791
2527276020 140 -11107 3824 -10502 3178 10524
2527282455 -316 -12434 4181 -12578 1711 10855
2527288888 -362 -12105 3230 -13099 285 9598
